,title,lastrevid
3682,Sara Korere,957120989.0
3683,Nixon Kiprotich Korir,1115039347.0
3684,Kipsengeret Koros,1096575212.0
3685,Davidson Ngibuini Kuguru,719237570.0
3686,Olekina Ledama,1104757518.0
3687,Augustine Lotodo,1047038820.0
3688,Ciokaraine M'Barungu,1050937193.0
3689,Cleopa Kilonzo Mailu,1113754638.0
3690,Betty Maina,1023980701.0
3691,Richard Makenga,1105689993.0
3692,Maurice S. Makhanu,1040404279.0
3693,Marere wa Mwachai,992005717.0
3694,Sylvanus Maritim,1110579499.0
3695,Mark Lomunokol,1107325486.0
3696,Jael Mbogo,1097618386.0
3697,Kinuthia Mbugua,1100202064.0
3698,Julius Kibiwott Melly,952727230.0
3699,Kibiwott Munge,1088262691.0
3700,Kinuthia Murugu,882944475.0
3701,Amram Musungu,986544866.0
3702,Chelagat Mutai,1107225812.0
3703,Francis Muthaura,1081172979.0
3704,Kassim Mwamzandi,908014009.0
3705,John Harun Mwau,1106642901.0
3706,Anne Kananu,1106673774.0
3707,Gunga Mwinga,1103930633.0
3708,Gideon Mwiti,1084421293.0
3709,Tiras Nyingi Ngahu,1073684937.0
3710,Onesmas Ngunjiri,1107657158.0
3711,Gitau wa Njenga,1106140473.0
3712,James Njiru,1099165153.0
3713,Stanley Nyagah,1115113900.0
3714,Ndindi Nyoro,1114726094.0
3715,Malik Obama,1115267227.0
3716,Ahmed Abdi Ogle,1022603728.0
3717,Moses ole Sakuda,1111700581.0
3718,William Odongo Omamo,1096669223.0
3719,Elijah Omolo Agar,999136727.0
3720,Ruth Oniang'o,1113462961.0
3721,John Owino,1104178485.0
3722,Joshua Aduma Owuor,1110701072.0
3723,Ali Roba,1104436466.0
3724,Wesley K. Rono,1024793476.0
3725,Ibrahim A. Saney,936774371.0
3726,Kimaiyo Sego,1095169588.0
3727,Cornelly Serem,1104178472.0
3728,Lawrence Sifuna,1021451109.0
3729,Elijah K. Sumbeiywo,1035136688.0
3730,Harry Thuku,1098192265.0
3731,Quincy Timberlake,1103733442.0
3732,Lilian Tomitom,1022602552.0
3733,Tecla Tum,1022297944.0
3734,Benedict Wachira,1099442981.0
3735,Machel Waikenda,1093095800.0
3736,Nzioka Waita,1115500827.0
3737,Judi Wakhungu,1091836049.0
3738,Emmanuel Wangwe,1066948595.0
3739,Hassan Wario,1104540744.0
3740,Choe Won-taek,1088856746.0
3741,Han Kil-son,994397996.0
3742,Ho Ka-i,1110416586.0
3743,Kim Jo-guk,1111681831.0
3744,Jo Yon-jun,1070147185.0
3745,Jon Hui-jong,1104639977.0
3746,Jong Chun-sil,1106784625.0
3747,Kang Hyong-bong,1111471366.0
3748,Kang Ki-sop,1111471386.0
3749,Kang Kwan-il,1111471392.0
3750,Kang Kwan-ju,1111471405.0
3751,Kang Min-chol,1111471431.0
3752,Kang Mun-sok,1102258427.0
3753,Kang Nung-su,987463816.0
3754,Kang Phyo-yong,1106858161.0
3755,Kang Tong-yun,1111471471.0
3756,Kang Yong-sop,1111471503.0
3757,Kim Chon-hae,1011882896.0
3758,Kim Il-chol,1110841986.0
3759,Kim Pong-chol,987289456.0
3760,Kim Rak-gyom,1078662180.0
3761,Kim Ung,1111191028.0
3762,Kim Yong-ju,1100241392.0
3763,O Sang-hon,901843863.0
3764,Pak Chun-hwa,994400474.0
3765,Pak Myong-chol,1070146029.0
3766,Pak Yong-il,1111339203.0
3767,Pak Yong-sun (politician),1067086108.0
3768,Ri Hi-yong,1092539237.0
3769,Ri Man-gon,1070145508.0
3770,Ri Pyong-chol,1098010868.0
3771,Ri Yong-mu,1091894749.0
3772,Kang Sun-nam,1115814438.0
3773,Sung Jusik,1028731483.0
3774,Yang Bin (businessman),1061877239.0
3775,Yun Jong-rin,1001811053.0
3776,An Kyung-duk,1096123862.0
3777,Cha Myong-jin,1100607349.0
3778,Chang Sŏng-man,1064138686.0
3779,Chang Jung-sook,1100655455.0
3780,Cho Hyun-ok,1085298359.0
3781,Cho Soon,1113633066.0
3782,Choi Bae-geun,1064134933.0
3783,Choi Gyung-hwan,1064133524.0
3784,Choi Hye-young,1064128357.0
3785,Choi Jae-hyung,1100197511.0
3786,Choi Jong-won,1077992255.0
3787,Choi Sae-hwang,1084839118.0
3788,Chun Yung-woo,1092429890.0
3789,Chung Chil-sung,1115120957.0
3790,Chung Jin-suk (politician),1115640960.0
3791,Chung Woo-taik,1100753979.0
3792,Chung Woon-chun,1095456157.0
3793,Ha Tae-keung,1095456259.0
3794,Han Sun-kyo,1064117499.0
3795,Hong Moon-jong,1064104529.0
3796,Hong Sook-ja,1085298467.0
3797,Hwang Young-cheul,1080626657.0
3798,Hwangbo Seung-hee,1095459430.0
3799,Jang Kyung-tae,1064135322.0
3800,Jang Sung-min,1108891281.0
3801,Jang Tae-wan,1065609430.0
3802,Jee Man-won,987218773.0
3803,Jeon Kwang-hoon,1114570056.0
3804,Jeong Seung-hwa,1095028849.0
3805,Kang Yong-suk,1107675472.0
3806,Kim Choong-soo,1092597492.0
3807,Kim Eun-hye (politician),1101948116.0
3808,Kim Han-jung,1101826080.0
3809,Kim Hyung-shik,1089063837.0
3810,Kim Jae-yeon (politician),1115844217.0
3811,Kim Jong-hoe,1064139400.0
3812,Kim Jong-hwan (military officer),1108889400.0
3813,Kim Joon-kyo,1094552070.0
3814,Kim Jung-hwa (politician),1064122680.0
3815,Kim Nam-kuk,1100206044.0
3816,Kim Se-jin (politician),1064137673.0
3817,"Kim Seon-dong (politician, born 1967)",1091436290.0
3818,Kim Woong,1095456056.0
3819,Kim Yong-hwan (activist),1103661091.0
3820,"Kim Young-bae (politician, born 1967)",1064135553.0
3821,Yun-Tae Kim,1081469858.0
3822,Koo Yun-cheol,1064131525.0
3823,Kwak Sang-hoon,1109381257.0
3824,Kweon Seong-dong,1100513078.0
3825,Lee Baek-yun,1096054624.0
3826,Lee Cha-su,1101776299.0
3827,Lee Chul-woo,1072898156.0
3828,Lee In-je,1081993218.0
3829,Lee Keun-shik,1066448181.0
3830,Lee Sang-kyu,1102853630.0
3831,Lee Su-jin (politician),1089061824.0
3832,Lee Tae-bok,1100038569.0
3833,Min Jong-gi,1111213333.0
3834,Moon Sung-hyun,987008633.0
3835,Moon Sung-keun,1102261946.0
3836,Noh Hyeong-ouk,1087611699.0
3837,Oh Shin-hwan,1103665348.0
3838,Pak Tongjin,1109535553.0
3839,Park Jong-sun,987435977.0
3840,Park Joo-hyun (politician),1100208904.0
3841,Park Ju-won (politician),1089062075.0
3842,"Park Jun-young (government official, born 1967)",1102857674.0
3843,Park Kwang-on,1086823866.0
3844,Park Myung-keun,1039915929.0
3845,Park Seung,1092597275.0
3846,Seonu Hwi,1100113071.0
3847,Shin Jeong-yil,1060114009.0
3848,Shin Seong-il,1115089132.0
3849,Song Ja,1070719340.0
3850,Song Ki-seok,1022487182.0
3851,Woo Hee-jong,1064138301.0
3852,Woo Sang-ho (politician),1114229571.0
3853,Yeo Sang-kyoo,1078834977.0
3854,Yun Chi-chang,1095472696.0
3855,Yun Hee-suk,1076833954.0
3856,Yun Ho-jung,1092133238.0
3857,Yun Il-seon,1096256383.0
3858,Yun So-ha,1064118955.0
3859,Yun Young-sun (minister),1064136034.0
3860,Bak Gyusu,1105280259.0
3861,Bak Jeongyang,1111645709.0
3862,Chang Deok-soo,978485347.0
3863,Cho Bong-am,1084726831.0
3864,Cho Man-sik,1110883678.0
3865,Choe Bu,1097825392.0
3866,Choe Yun-ui,1067780824.0
3867,Chough Pyung-ok,1058634462.0
3868,Gwon Sang-ha,1115116779.0
3869,Han Eum,1003641092.0
3870,Heo Jeok,1035644678.0
3871,Hong Jung-wook,1109737295.0
3872,Hong U-won,1062858939.0
3873,Hwang Gi-cheon,1096148970.0
3874,Isabu,1101300277.0
3875,Jang Hyeongwang,1062860556.0
3876,Jeong Cheol,1085534506.0
3877,Jeong Hyeon-mo,1085504921.0
3878,Jeong Nan-jeong,1110571701.0
3879,Jo So-ang,1102669706.0
3880,Kim Gu,1115809506.0
3881,Kim Kyu-sik,1094942243.0
3882,Kim Man-jung,1109110777.0
3883,Kim Ok-gyun,1067793976.0
3884,"Kim Sung-joo (politician, born 1964)",1073532150.0
3885,Kim Yuk,1109110789.0
3886,Lee Hoe-yeong,1105872575.0
3887,Lee Kyu-wan,1113425810.0
3888,Lim Heon-yong,1064116793.0
3889,Min Won-sik,1110577652.0
3890,Min Yeong-chan,1093773841.0
3891,Myeongnim Dap-bu,1050318897.0
3892,No Choe,1034112534.0
3893,No In,1003641194.0
3894,Oh Se-jung,1091123609.0
3895,Ok Kwan-bin,1106633628.0
3896,Park Eun-sik,1019608210.0
3897,Park Won-jong,1109110145.0
3898,Sam of Gojoseon,1086181299.0
3899,Seo Jae-chang,1100569400.0
3900,Seo Yu-gu,1058489042.0
3901,Shim Soon-taek,1085785289.0
3902,Shin Gyu-sik,1066372496.0
3903,Soh Jaipil,1115084877.0
3904,Song Byeong-jun,1105556177.0
3905,Song Ikpil,1025908976.0
3906,Song In,1058656917.0
3907,Song Jin-woo (journalist),978644712.0
3908,Ye Wanyong,1089327011.0
3909,Yeom Dong-jin,1071685746.0
3910,Yeon Namsan,1108460610.0
3911,Yi Dong-hwi,1080782075.0
3912,Yi Gwangsu,1108020819.0
3913,Yi Ja-gyeom,1094819669.0
3914,Yi Jehyeon,1063082388.0
3915,Yi Ryang,1109192841.0
3916,Yi Si-yeong,1071569586.0
3917,Yu Chin-san,1106691304.0
3918,Yu Kil-chun,1107392356.0
3919,Yu Sun-jeong,1109192445.0
3920,Yun Chi-ho,1100242156.0
3921,Yun Chi-oh,1101124134.0
3922,Yun Chi-wang,1103781991.0
3923,Yun Doo-su,1100364926.0
3924,Yun Im,1085535123.0
3925,Yun Ung-nyeol,1099691140.0
3926,Yun Won-hyeong,1095465653.0
3927,Yun Yeong-ryeol,1112878224.0
3928,Ali Aliu,1088823081.0
3929,Sejdo Bajramović,1106919692.0
3930,Hamza Balje,988565530.0
3931,Bekim Çollaku,989081930.0
3932,Veli Deva,1097087563.0
3933,Bajram Gecaj,1085013172.0
3934,Getoar Mjeku,1110432610.0
3935,Mulla Idriz Gjilani,1109348179.0
3936,Bajram Hasani,1068907924.0
3937,Adem Hodža,1089913595.0
3938,Adrijana Hodžić,1059619919.0
3939,Oliver Ivanović,1110781072.0
3940,Ragip Jashari,933663830.0
3941,Elbert Krasniqi,1100006829.0
3942,Rrahman Morina,1047859449.0
3943,Hasan Prishtina,1114419215.0
3944,Gazmend Pula,1113326325.0
3945,Goran Rakić,1105188963.0
3946,Nenad Rašić,1041150203.0
3947,Selim Selimi,1102497560.0
3948,Igor Simić,1110535502.0
3949,Rexhai Surroi,1034004343.0
3950,Rada Trajković,1109175174.0
3951,Abdulghaphor Hajjieh,1115773831.0
3952,Alaa Hussein Ali,1115819539.0
3953,Ali Hussain Al-Awadhi,994095734.0
3954,Saad Bin Tefla,1098295980.0
3955,Haitham al-Ghais,1104873540.0
3956,Ali Mohammed Thunayan Al-Ghanim,1114405131.0
3957,Hamad Al-Midlij,1072759720.0
3958,Ibrahim Al-Mudhaf,1106123334.0
3959,Abdullah Al-Nibari,1096143240.0
3960,Salem Al-Ali Al-Sabah,1113300941.0
3961,Mubarak Al-Zwair,1097480618.0
3962,Arstanbek Abdyldayev,1088711366.0
3963,Akbaraly Aitikeev,1015639087.0
3964,Bermet Akayeva,1108804084.0
3965,Maxim Bakiyev,1111199135.0
3966,Janish Bakiyev,1078907651.0
3967,Uran Botobekov,1031944024.0
3968,Bayaman Erkinbayev,1009720899.0
3969,Kanybek Isakov,1108850828.0
3970,Sadyr Japarov,1112579237.0
3971,Maksat Kunakunov,1100989333.0
3972,German Kuznetsov,1080823202.0
3973,Adakhan Madumarov,1053457031.0
3974,Raimbek Matraimov,1020292463.0
3975,Nurlan Motuev,1048167255.0
3976,Jengishbek Nazaraliev,1110615760.0
3977,Kanat Sadykov,954075754.0
3978,Medet Sadyrkulov,1078135902.0
3979,Dastan Sarygulov,1089265314.0
3980,Zhusupbek Sharipov,1001739515.0
3981,Sadyk Sher-Niyaz,1105678112.0
3982,Kamchybek Tashiev,1090085966.0
3983,Maryam Tugambayeva,1081667127.0
3984,Kham Ouane Boupha,939943944.0
3985,Sisouk na Champassak,1064794126.0
3986,Zong Zoua Her,1076816082.0
3987,Faydang Lobliayao,1107940959.0
3988,Salath Rasasack,994125276.0
3989,Khamphoui Sisavatdy,1055485895.0
3990,Beness Aijo,1115384557.0
3991,Ojārs Ēriks Kalniņš,1114677402.0
3992,Vilhelms Munters,1099643612.0
3993,Andrievs Niedra,1093568731.0
3994,Voldemārs Ozols,1089997466.0
3995,Pēteris Pētersons,1020741324.0
3996,Pavels Rebenoks,1105550921.0
3997,Krišjānis Valdemārs,1114306933.0
3998,Jānis Vitenbergs,1096717048.0
3999,Marwan Abboud,1104776395.0
4000,Ibrahim al-Abdallah,1007918670.0
4001,Abdulhamid Al-Rafi’i,1100044792.0
4002,Massoud Achkar,1115525099.0
4003,Anwar al-Fatayri,1115642400.0
4004,Shakib Arslan,1115642434.0
4005,Ahmed Kamel Asaad,1036681388.0
4006,Asmar Asmar,934139580.0
4007,Hanna Atik,1111318051.0
4008,Mahmoud Awad,1086014873.0
4009,Jean Aziz,1055786114.0
4010,As'ad Adib Bayudh,1033948424.0
4011,Emile Bustani,1078969693.0
4012,Nicolas Chammas,1095167423.0
4013,Henri Chedid,1102381471.0
4014,Faisal Daoud,1115642474.0
4015,Jad Demian,1056836850.0
4016,Sarkis Dkhrouni,1093486151.0
4017,Michel Elefteriades,1105966086.0
4018,Inaya Ezzeddine,1091807058.0
4019,Mohammad Hussein Fadlallah,1111766120.0
4020,Fakhr Fakhr,1033947740.0
4021,Tony Frangieh Jr.,1114991501.0
4022,Nabil de Freige,1106121049.0
4023,Nicolas Ghosn,1113773407.0
4024,Mohammad Al Hajj Hassan,971823427.0
4025,Wassef El Harakeh,1087959246.0
4026,Ziad Hawat,1099448932.0
4027,Saadallah Howayek,986027008.0
4028,Mohsen Ibrahim,1101183010.0
4029,Gabriel Issa,1054082287.0
4030,Nazira Jumblatt,1115642510.0
4031,Violette Khairallah Safadi,1110769392.0
4032,Anwar al-Khatib (Lebanon),1020172334.0
4033,Albert Kostanian,1100952098.0
4034,Assad Kotaite,1065535329.0
4035,Ibrahim Kulaylat,1114649835.0
4036,Cesar Maalouf,1115225460.0
4037,Fadi Makki,1112425111.0
4038,Chibli Mallat,1114673252.0
4039,Chadi Massaad,1080949991.0
4040,Kayssar Moawad,972676618.0
4041,Muhammad Jamil Bayyuhum,1112086069.0
4042,Georges Naccache,1099005110.0
4043,Edmond Naïm,1112346030.0
4044,Naoum Labaki,1094361748.0
4045,Chafic Nassif,1096934466.0
4046,Mohamad Osseiran,1090135871.0
4047,Vahan Papazian,1114420722.0
4048,Philippe El Khazen,1105532168.0
4049,Edmond Rizk,1096324706.0
4050,Fady Saad,1033947667.0
4051,Osama Saad,1102998707.0
4052,Waddah Sadek,1100922577.0
4053,Alice Shabtini,1059832647.0
4054,Abu Youssef Sharqieh,762411418.0
4055,Joseph Skaff,1095147871.0
4056,Myriam Skaff,1105734768.0
4057,Maurice Sleem,1114994320.0
4058,Mounira Solh,1103683839.0
4059,Fares Souaid,1091618473.0
4060,Strong Lebanon,1111162572.0
4061,Jean Talouzian,1115225277.0
4062,Imad Wakim,1105568437.0
4063,Amal Abou Zeid,1110787396.0
4064,Tsepo Mzonethi,1090856440.0
4065,Maphoka Motoboli,1060492645.0
4066,Keketso Rantso,1081425950.0
4067,Lebohang Thotanyane,988255983.0
4068,Thomas Nimene Botoe,1032852481.0
4069,Laurence Konmla Bropleh,1111811069.0
4070,MacDella Cooper,1090905959.0
4071,Ellen Corkrum,1073787199.0
4072,Alexander B. Cummings Jr.,1082609064.0
4073,Bernice Dahn,1065553283.0
4074,Josiah Johnson (footballer),1077574201.0
4075,Wesley Momo Johnson,1103796944.0
4076,Roland B. Kai,1082873073.0
4077,Boima Kamara,1085305979.0
4078,J. Edwin Lloyd,1043104532.0
4079,Momulu Massaquoi,1108938993.0
4080,Nathaniel Varney Massaquoi,1102401865.0
4081,Edward B. McClain Jr.,1064569309.0
4082,Eugene Lenn Nagbe,1083251751.0
4083,John Brown Russwurm,1094234122.0
4084,Clarence Lorenzo Simpson Jr.,1105954487.0
4085,Jeremiah Sulunteh,1083116492.0
4086,Alaric Tokpa,1109480786.0
4087,E. Reginald Townsend,1097308313.0
4088,Blahsue Vonleh,966652408.0
4089,Tom Woewiyu,1106530241.0
4090,Abdullah al-Lafi,1110626129.0
4091,Ahmed Rafiq Almhadoui,980219181.0
4092,Mohamed Abulasʽad El-ʽAlem,978820765.0
4093,Abd-Rabbo al-Barassi,1115564159.0
4094,Fathi Bashagha,1115685809.0
4095,Mohamed Ben Ghalbon,1045780839.0
4096,Ahmad Bishti,988068224.0
4097,Abdul Hamid Dbeibeh,1115564238.0
4098,Ehtuish Ehtuish,1095905433.0
4099,Mohamed Eshtewi,1115570928.0
4100,Ahmed Gaddaf al-Dam,1111251503.0
4101,Hisham Ben Ghalbon,983057293.0
4102,Khalifa Haftar,1115568588.0
4103,El Waer Hakim,1115555771.0
4104,Ibrahim Jadhran,1115566993.0
4105,Leila bin Khalifa,1115568631.0
4106,Al-Aref al-Khoga,1115564594.0
4107,Musa Al-Koni,1114169303.0
4108,Mohamed al-Menfi,1113266300.0
4109,Abd al-Mawla Naqi,1088160861.0
4110,Abdullah Naker,1115573103.0
4111,Aref Ali Nayed,1115553975.0
4112,Abdel Wahab Qaid,1077575299.0
4113,Ali Sahli,997716381.0
4114,Bashir Saadawi,1097982743.0
4115,Fayez al-Sarraj,1115566067.0
4116,Mohammed El Senussi,1115570955.0
4117,Abdulrahman Sewehli,1041934642.0
4118,Ashour Suleiman Shuwail,1062396177.0
4119,Mohamed Taha Siala,1040410236.0
4120,Alfons Goop,1030085950.0
4121,Peter Kaiser (historian),1086304418.0
4122,Aleksandras Ambrazevičius,1055137919.0
4123,Leonas Apšega,1055138262.0
4124,Mykolas Arlauskas,1102542977.0
4125,Rimantas Astrauskas,1055138314.0
4126,Adomas Ąžuolas Audickas,1034971366.0
4127,Edminas Bagdonas,1107087749.0
4128,Zbignev Balcevič,1067686942.0
4129,Vilius Baldišis,1055138352.0
4130,Vladimiras Beriozovas,1081645523.0
4131,Kazys Boruta,1111128086.0
4132,Dalius Čekuolis,981172806.0
4133,Virgilijus Čepaitis,1055139334.0
4134,Jan Ciechanowicz,1113206685.0
4135,Audra Dagelytė,978650593.0
4136,Juozas Gabrys,1110562273.0
4137,Balys Gajauskas,1055139477.0
4138,Bronislovas Genzelis,1081643813.0
4139,Eimantas Grakauskas,1081646343.0
4140,Kęstutis Grinius,1096138707.0
4141,Šarūnas Gustainis,1108456889.0
4142,Gintautas Iešmantas,1055139730.0
4143,Stanislovas Gediminas Ilgūnas,1055139813.0
4144,Martynas Jankus,989879897.0
4145,Albinas Januška,1065010470.0
4146,Jurgis Jurgelis,1090998151.0
4147,Antanas Karoblis,1016154111.0
4148,Juozas Karvelis,1092210484.0
4149,Vytautas Kolesnikovas,1098843848.0
4150,Szymon Konarski,1047077008.0
4151,Stasys Kropas,978236314.0
4152,Petras Kubiliūnas,1102814878.0
4153,Česlovas Kudaba,1051528968.0
4154,Algirdas Kumža,1095333348.0
4155,Dalia Kuodytė,1089537824.0
4156,Bronius Kuzmickas,1115418532.0
4157,Jonas Liaučius,1020554126.0
4158,Zita Loseva,1108440479.0
4159,Stasys Lozoraitis (junior),1113338752.0
4160,Jonas Mačys,1018920109.0
4161,Mykolas Majauskas,1115428484.0
4162,Vytautas Matulevičius,1091859390.0
4163,Deividas Matulionis,1101102702.0
4164,Darius Mažintas,978234421.0
4165,Visvaldas Mažonas,1111828286.0
4166,Albertas Miškinis,1091314043.0
4167,Donatas Morkūnas,1090323288.0
4168,Mindaugas Murza,1115848408.0
4169,Algimantas Norvilas,1100321449.0
4170,Grzegorz Antoni Ogiński,1104130589.0
4171,Vytautas Paliūnas,989408024.0
4172,Rolandas Paulauskas,1020295832.0
4173,Eugenijus Petrovas,1090157894.0
4174,Virginijus Pikturna,1110987732.0
4175,Petras Poškus,1105344855.0
4176,Vidmantas Povilionis,978236741.0
4177,Antanas Purėnas,1053162971.0
4178,Liudvikas Narcizas Rasimavičius,978229778.0
4179,Liudvikas Saulius Razma,1108537637.0
4180,Kęstutis Rimkus,1084581486.0
4181,Romualdas Rudzys,1078622083.0
4182,Valerijonas Šadreika,1016659563.0
4183,Kazimieras Saja,1089760495.0
4184,Józef Sapieha,1005625450.0
4185,Gediminas Šerkšnys,1019817150.0
4186,Liudvikas Simutis,1020199058.0
4187,Jonas Tamulis,1020058624.0
4188,Vladas Terleckas,1001712089.0
4189,Zigmas Vaišvila,1090444812.0
4190,Rimvydas Valatka,1097742567.0
4191,Birutė Valionytė,1115082962.0
4192,Povilas Varanauskas,1115085817.0
4193,Iosif Vareikis,1095024223.0
4194,Eduardas Vilkas,1051384630.0
4195,Povilas Višinskis,1080541534.0
4196,Alfonsas Žalys,1051529875.0
4197,Nicolas Biever,1040168986.0
4198,René Blum (politician),1098326089.0
4199,Dominique Brasseur,1036127322.0
4200,Xavier Brasseur,1095247221.0
4201,Jean-Pierre Büchler,972475222.0
4202,Corinne Cahen,1091081009.0
4203,Sven Clement,1106657885.0
4204,Émile Colling,1093095448.0
4205,Lex Delles,1096618433.0
4206,Carole Dieschbourg,1108005686.0
4207,Norbert Dumont,1098325935.0
4208,Paul Elvinger,1105609969.0
4209,Frank Engel (politician),1067686448.0
4210,Jean Ersfeld,1045766144.0
4211,Johannes Olav Fallize,1098325847.0
4212,Marc Hansen (politician),972541291.0
4213,Aloyse Hentgen,1033045810.0
4214,Dan Kersch,1100444711.0
4215,Fred Keup,1098325820.0
4216,Guillaume Konsbruck,1032222770.0
4217,Damian Kratzenberg,1109668652.0
4218,Pierre Krier,1025075327.0
4219,Léon de la Fontaine,989275202.0
4220,Andy Maar,1083972057.0
4221,Norbert Metz,1098326093.0
4222,Maggy Nagel,972402515.0
4223,Camille Ney,972474614.0
4224,Alphonse Osch,1011079244.0
4225,Roy Reding,1098325858.0
4226,Émile Schaus,1011079294.0
4227,Meris Šehović,1090540880.0
4228,Émile Servais,1021508291.0
4229,Joe Thein,1106126986.0
4230,Jean Ulveling,1044934913.0
4231,Dominique Urbany,1011079343.0
4232,René Urbany,1035637714.0
4233,Jup Weber,1103547818.0
4234,Augustin Andriamananoro,1088440296.0
4235,Andriamihaja,1049859568.0
4236,Gilbert Annette,1074411018.0
4237,Azaly Ben Marofo,1015779867.0
4238,Laurent Botokeky,1052355009.0
4239,Monja Jaona,1036147967.0
4240,Ralijaona Laingo,1025261917.0
4241,Lucien Xavier Michel-Andrianarahinjaka,1058321016.0
4242,Jacques Rabemananjara,1110634693.0
4243,Césaire Rabenoro,1061411568.0
4244,Bruno Rajaonson,1109478359.0
4245,Patrick Rajoelina,1093046293.0
4246,Jean Ralaimongo,1110879918.0
4247,Pierre Ramampy,1028215428.0
4248,Hyppolite Ramaroson,1099375685.0
4249,Nadine Ramaroson,1096471853.0
4250,Jonah Ranaivo,1078436404.0
4251,Mamy Ranaivoniarivo,1098113446.0
4252,Michel Randria,1015780786.0
4253,Marcel Ranjeva,1109937144.0
4254,Roseline Emma Rasolovoahangy,1089223300.0
4255,Ratsitatanina,1036475970.0
4256,Lalao Ravalomanana,1113003603.0
4257,Mahasumpo Raveloson,1089036415.0
4258,Benja Razafimahaleo,1072140578.0
4259,Honoré N. Razafindramiandra,1089940988.0
4260,Andre Resampa,1073329416.0
4261,Christian Rémi Richard,1112933791.0
4262,Albert Sylla,1075808888.0
4263,Norbert Zafimahova,1015780135.0
4264,Attati Mpakati,1108000857.0
4265,Albert Muwalo,1114849569.0
4266,Cornelius Mwalwanda,1105542555.0
4267,Kingsely Namakhwa,1064384238.0
4268,Mary Shawa,1112290811.0
4269,James John Skinner,1113854291.0
4270,Michael Usi,1107660890.0
4271,Abang Haji Abdillah,1056543425.0
4272,Abdul Ghani Mohamed Yassin,1113182866.0
4273,Abdul Manaf Hashim,1090466536.0
4274,Abdullah CD,1110169461.0
4275,Abu Samah Mohd Kassim,1110963661.0
4276,Ahmad Johnie Zawawi,1044948332.0
4277,Ahmad Zaidi Adruce,1099900353.0
4278,Kontik Kamariah Ahmad,1110357674.0
4279,Zainal Abidin Ahmad (writer),1113287141.0
4280,Aidi Moktar,1090469435.0
4281,Aliasgar Basri,1095268056.0
4282,Abdul Rahman Andak,1104820799.0
4283,Arifin Asgali,1044383047.0
4284,Assaffal P. Alian,1099124313.0
4285,Awang Tengah Ali Hasan,1113182818.0
4286,Aznel Ibrahim,1110533050.0
4287,R. G. Balan,1110533095.0
4288,Abdul Aziz bin Husain,971530690.0
4289,Chai Kim Sen,1106368685.0
4290,Chen Tien,1031735962.0
4291,Chin Peng,1107270533.0
4292,Chong Ted Tsiung,1108544226.0
4293,Chong Zhemin,1095389334.0
4294,Lily Eberwein,1108044673.0
4295,Ellron Alfred Angin,1113511050.0
4296,Eu Chooi Yip,1070490957.0
4297,Shamsiah Fakeh,1101748227.0
4298,Fong Chong Pik,1001009224.0
4299,Ghulamhaidar Khan,1075437508.0
4300,Gopalakrishnan Subramaniam,1110053029.0
4301,Guan Dee Koh Hoi,1100039608.0
4302,Joachim Gunsalam,1114400966.0
4303,Hajiji Noor,1115441744.0
4304,Najwan Halimi,1111870236.0
4305,Hamisa Samat,1113042660.0
4306,Heah Joo Seang,1090938871.0
4307,Hii King Chiong,1027073601.0
4308,Akmar Hisham,1107461682.0
4309,Hishamuddin Rais,1089314868.0
4310,Hasnoor Hussein,1077836051.0
4311,Ishak Haji Muhammad,1035141510.0
4312,Rozman Isli,1108497849.0
4313,Mazlan Ismail,1115842286.0
4314,Ahmad Kamil Jaafar,1113197409.0
4315,Jefridin Atan,1106337099.0
4316,John Ambrose (politician),1112592341.0
4317,Kassim Ahmad,1090209181.0
4318,Keshvinder Singh,1108756333.0
4319,Devaki Krishnan,1104869132.0
4320,Jennifer Lasimbang,1073057505.0
4321,Lau Pak Khuan,1058822389.0
4322,Lau Yew,1088062798.0
4323,Azlan Mohd Lazim,968561996.0
4324,Lee Kiat Lee,1099721190.0
4325,Philip Lee Tau Sang,1090146763.0
4326,Lim Siew Khim,1109999547.0
4327,Lim Ban Hong,1077836086.0
4328,Oscar Ling,1113183873.0
4329,Liou Chen Kuang,1052006400.0
4330,Lukanisman Awang Sauni,1099663583.0
4331,Rashid Maidin,1092905349.0
4332,Masidi Manjun,1102291819.0
4333,Masiung Banah,1112581071.0
4334,N.K. Menon,1097999475.0
4335,Mohamad Fazli Mohamad Salleh,1110532542.0
4336,Mohamad Noor Dawoo,1110532561.0
4337,Mohamad Zaim Abu Hassan,1110532586.0
4338,Mohamad Zuraimi Razali,1110019509.0
4339,Mohd Osman Mohd Jailu,1110019382.0
4340,John Victor Morais,1095635753.0
4341,Muhammad Faiz Fadzil,1111890340.0
4342,Muhd Fadhil Nuruddin,1110532712.0
4343,Muis Picho,1090461411.0
4344,Ng Lam Hua,1114406039.0
4345,Khairin Nisa,1110532690.0
4346,Ong Kow Meng,1110227480.0
4347,Samsudin Osman,1101069822.0
4348,K. Pathmanaban,1050612192.0
4349,Peter Anthony,1090082414.0
4350,Mamad Puteh,1104359904.0
4351,Ras Adiba Radzi,1110892125.0
4352,Raja Ahmad Zainuddin Raja Omar,1093072163.0
4353,Rasinin Kautis,1059926880.0
4354,Razali Idris,1052007243.0
4355,Ronnie Liu Tian Khiew,1115455383.0
4356,Abang Muhammad Salahuddin,1097436370.0
4357,Jaujan Sambakong,1095150670.0
4358,Sarifuddin Hata,1090469603.0
